employerid,employername,jobid,jobtitle,locationname,yearlyminimumsalary,yearlymaximumsalary,dateposted,expirationdate,joburl,fulltime,contracttype,jobdescription,applicationcount,skills_list,daysremaining
691699,Navitas,56129726,Commercial Finance Analyst,Oxford,,,27/11/2025,2026-01-08,https://www.reed.co.uk/jobs/commercial-finance-analyst/56129726,Full time,Permanent," Do you have a passion for education and making a difference? Are you looking for a role where your analytical skills can shine? We are currently looking for a Commercial Finance Analyst to join our busy team in Oxford!  Hours of Work: Full time, Permanent As our Commercial Finance Analyst, you will serve as a finance business partner to a portfolio of Colleges and central support functions. Your responsibilities will include managing financial queries, assisting in month-end tasks, providing budget preparation  and forecasting support, and conducting insightful analyses to inform decision-making. You will engage closely with Finance teams and College leadership, ensuring financial integrity and compliance while driving business success. Commercial Finance Analyst Requirements:   Fully/Part Qualified accountant (CIMA, ACCA, ACA) Confident, resilient, and independently driven Highly analytical with the ability to interpret large volumes of data Experience with scenario planning and data modellingExcellent interpersonal skills for collaboration within the business Enthusiastic with a positive “can do” attitude and willingness to learnComfortable working in a fast paced environment  Meet the Organisation: Who We Are and What We Do  At Navitas, we are committed to transforming lives through education, supporting over 70,000 aspirational learners annually. Our University Partnerships Europe team collaborates with 14 universities across the UK and beyond to provide high-quality pathway  courses for students worldwide. Join us in our mission to create meaningful educational opportunities! If you think you are suitable for this Commercial Finance Analyst role, please apply now and embark on a fulfilling career with us! We can't wait to see what you bring to our team!  ",8,,41
463753,Akabo Media,56061054,Senior Research Analyst,London,,,12/11/2025,2025-12-24,https://www.reed.co.uk/jobs/senior-research-analyst/56061054,Full time,Permanent," Job Description Job type: Full time (37.5 hours). Fully office based. Location: Borough, SE1  About The Company Aurora Insights, part of global B2B publishing and events company Akabo Media, is a research and intelligence agency serving the supply chain/logistics and road user charging/tolling sectors. It delivers actionable insights and premium content that help  organisations stay ahead of market change. Aurora Insights’ work spans executive briefings long-form reports and bespoke consultancy for senior decision-makers.  About the role The Senior Research Analyst delivers end-to-end studies while coaching a Research Analyst and a Research Assistant. The remit balances authorship with capability-building: setting methods, reviewing work, and developing reusable research assets so the team’s  quality and throughput rise over time. The role reports directly to the Head of Aurora Insights.  Responsibilities  Lead multi-method studies end to end, conduct interviews and desk research, and produce rigorous analysis and clear narratives for executive audiences.Set the approach and methodology for projects; ensure best practice in sampling, documentation, ethics, citation and data protection.Mentor and upskill the Research Analyst and Research Assistant through shadowing, structured feedback and scheduled reviews of drafts, code and analysis.Quality-assure outputs (facts, calculations, visuals, structure and style) and maintain checklists, templates and style guides.Visualise data and craft publishable reports, market forecasts and articles for Aurora Insights and Akabo Media brands.Represent Aurora Insights as a subject-matter expert at events; present findings confidently.Manage workplans: shape briefs with Editorial, Conferences and Commercial; own timelines, risks and status communications.Contribute to practice building: improve research operations, and maintain a central knowledge base of exemplars and reusable assets.Support business development by preparing client-specific analysis and participating in key meetings when required.  Key Skills  Bachelor’s degree in a relevant discipline (e.g. Economics) or equivalent experience.Outstanding written and verbal communication; clear, concise writing and strong presentation skills.Demonstrable expertise in qualitative and quantitative research, including survey design and basic – intermediate statistics.Advanced Excel/Sheets; experience with data analysis software (e.g. STATA) and working knowledge of R/Python/SPSS is advantageous.Four years’ experience in an applied research role with proven authorship of reports and ability to run projects end to end.Coaching mindset: able to give actionable feedback, raise standards and develop junior colleagues.Strong critical thinking, time management and attention to detail.Confidence representing research publicly at events and with clients.  What We Offer  20 days annual leave increasing to 25 days after one year’s service.Plus paid birthday off and three paid days off over Christmas.Free Private Medical Insurance and gym membership discounts.Group Pension scheme.Free Employee Assistance Programme.Social and Company events.Modern office near London Bridge.Opportunity to travel within the UK and internationally (Miami, Brussels, Asia etc).Season Ticket LoanDress down Fridays.Training and development opportunities with money contributed towards personal development of your choice. ",13,"Excel, Python, Statistics, R",26
659232,AMS Contingent,56003461,Finance Operations Analyst,London,,,31/10/2025,2025-12-12,https://www.reed.co.uk/jobs/finance-operations-analyst/56003461,Full time,Contract," Royal London is a Financial Services company with a difference. As the UK's largest mutual life, pensions and investment company, we're owned by our members and work for their benefit, not for shareholder profits. We've grown rapidly and have been recognised  as one of the UK's top rated places to work.  Today, Royal London has over £170 billion of assets under management, and around 4,000 employees working in five offices across the UK and Ireland. As an organisation, they have worked hard to become experts in specialist markets, building a trusted brand,  with plenty of awards to show for it. We've worked hard to become experts in our specialist markets, building a trusted brand - and our teams have plenty of awards to show for it. Whatever team you're interested in joining and whatever role you play, we'll help you to make a difference. AMS is a global workforce solutions partner committed to creating inclusive, dynamic, and future-ready workplaces. We help organisations adapt, grow, and thrive in an ever-evolving world by building, shaping, and optimising diverse talent strategies. We partner with Royal London to support their contingent Recruitment processes Acting as an extension of their recruitment team, we connect them with skilled interim and temporary professionals, fostering workplaces where everyone can contribute and succeed. On behalf of our client Royal London, we are looking for a Finance Operations Analyst on a 6-month contract based in London, offering a  hybrid working model (50/50) Purpose of the role: As a Finance Operations Analyst, you will help ensure the end-to-end accounts receivable process is completed accurately and on time. You'll also maintain precise ledger and sub-ledger data to support Finance and the wider business. As a Finance Operations Analyst, you will be:  Supporting accurate and timely end-to-end accounts receivable processes, including invoicing and cash receipting.Assisting with month-end close activities to ensure ledgers and sub-ledgers contain accurate financial information.Performing balance sheet reconciliations and resolving discrepancies promptly.Reviewing and calculating rebate payments, ensuring compliance with internal procedures.Collaborating with wider Finance teams to provide insight, analysis, and audit support.Driving process improvements while maintaining a strong financial control environment. The skills you'll need:  Proven experience in finance operations, ideally within the asset management industry.Strong Excel skills with the ability to manage and analyse financial data accurately.Experience supporting month-end close, reconciliations, and accounts receivable processes.High attention to detail and a thorough, methodical approach to work.Knowledge and experience of using Oracle is an advantage.Excellent communication and stakeholder management skills.Proactive attitude with the ability to work independently and meet tight deadlines. Next steps This client will only accept workers operating via an Umbrella/PAYE engagement model. If you are interested in applying for this position and meet the criteria outlined above, please click the link to apply and speak to one of our sourcing specialists now. AMS, a Recruitment Process Outsourcing Company, may in the delivery of some of its services be deemed to operate as an Employment Agency or an Employment Business ",136,Excel,14
385714,E.ON,56130092,Portfolio Support Analyst,London,,,27/11/2025,2025-12-11,https://www.reed.co.uk/jobs/portfolio-support-analyst/56130092,Full time,Contract," This is an integral role supporting the Head of Portfolio, focused on delivering a portfolio of value-driven growth and innovation products on a 6 month fixed term contract basis. The analyst provides essential support and assurance to Project Managers (PM)  and Entrepreneurs in Residence (EiR) at both programme and project levels. Here's a taste of what you'll be doing This role requires an efficient, multi-tasking individual to deliver results across the following key areas:   Portfolio Governance & Assurance: Maintain the portfolio governance cadence (e.g., syncs, strategic reviews) and provide associated reporting and insight to support portfolio approvals and delivery. Develop strong relationships with PMs  & EiRs, offering support and assurance  Budgeting & Invoicing Principles: Understand and apply budget and forecasting principles and the process of invoicing when supporting the Portfolio in assessment, and reporting activities  Portfolio Support & Administration: Own and maintain data in Portfolio tools and systems. Play a key role in embedding and improving tool usage. Manage critical administrative tasks such as meeting bookings, minute-taking, and tracking actions  Facilities management, e.g. utilising online platform room booking/processing  Communication management incl. internal intranet maintenance  Reporting & MI Production: Produce accurate and meaningful reporting and analytics for projects, and the overall Portfolio to inform governance at Board and Portfolio levels. Attention to detail is critical  Are we the perfect match? We are seeking a candidate with a strong support background who is highly efficient and demonstrates exceptional attention to detail   Portfolio Expertise: Demonstrable knowledge of portfolio management methodologies, and experience working within a fast-moving, agile environment  Financial Acumen (Priority): A strong understanding of budgeting, forecasting, and the principles of invoicing as they relate to project and portfolio management.  Organisational & Administrative Excellence (Priority): Excellent organisational skills and a track record of producing accurate work with attention to detail. Proven ability to handle all aspects of portfolio support and administration (e.g.,  minute taking, action tracking, meeting & event coordination).  Stakeholder & Challenge: Confident, proactive approach with proven ability to influence stakeholders at all levels, providing constructive challenge and gaining commitment.  Workload Management: Experience of working to deadlines, efficiently prioritising a range of tasks to ensure timely delivery.  It would be great if you had   Prior experience in the energy industry  Data Analysis & Reporting: Experience effectively analysing data from multiple systems to produce meaningful and accurate MI for diverse audiences.  Project Planning: awareness of project planning techniques and plan maintenance; understanding of how to define and manage risks, issues, and dependencies.  Here's what else you need to know   Role may close earlier due to high applications.  Fixed term contract length - 6 months  Competitive salary   Location - London - Citigen, 47-53 Charterhouse Street, London EC1M 6PB with travel to our other sites when required.   Excellent parental leave allowance.   Award-Winning Workplace - We're proud to be named a Sunday Times Best Place to Work 2025 and the Best Place to Work for 16-34-year-olds  Outstanding Benefits - Enjoy 26 days of annual leave plus bank holidays, a generous pension, life cover, bonus opportunities and access to 20 flexible benefits with tax/NI savings   Flexible & Family-Friendly - Our industry-leading hybrid and family-friendly policies earned us double recognition at the Personnel Today Awards 2024. We're open to discussing how flexibility can work for you   Inclusive & Diverse - We're the only energy company in the  Inclusive Top 50 UK Employers. We're also proud winners of Best Employer for Women and Human Company of the Year-recognising our inclusive, people-first culture   Support at Every Stage of Life - We're Fertility Friendly and Menopause Friendly accredited, with inclusive support for everyone   Accessible & Supportive - Do you consider yourself as having a disability? As a Disability Confident Employer, we guarantee interviews for disabled applicants who meet the minimum criteria for the role and will make any adjustments needed  during the process   Invested in Your Growth - From inclusive talent networks to top-tier development programmes, we'll support your growth every step of the way   For all successful candidates.? Due to the nature of this role your employment will be subject to a basic DBS (Disclosure Barring Service) check being carried out by ourselves via a 3rd party service provider   ",9,,13
385714,E.ON,56068613,Performance & Insight Analyst,Nottingham,,,13/11/2025,2025-11-27,https://www.reed.co.uk/jobs/performance-insight-analyst/56068613,Full time,Permanent," Join our Planning and Performance Team as a Performance & Insight Analyst, and you'll partner with operational teams to deliver performance reports and analysis that drive better decision-making. You'll manage a robust suite of reporting and actionable insights  spanning from Leadership to mini business team level. This is a great opportunity to further develop your analytical skills, working across multiple operational areas to enhance service delivery. You'll be confident handling complex datasets from various sources and translating analysis into clear, impactful  insights for stakeholders. We're looking for someone who thrives in a fast-paced, empowered environment and is passionate about driving performance and business value. This is a hybrid role, offering flexibility to work from home and on-site, with occasional travel required. Here's a taste of what you'll be doing   Conduct root cause and deep-dive analysis across performance metrics to identify trends, issues, and improvement opportunities.  Diagnose causes of performance drops or stagnation and recommend or implement operational improvements.  Validate findings with stakeholders, agree corrective actions, and track progress to resolution.  Analyse customer journeys to identify pain points and provide data-driven recommendations for improvement.  Produce insightful reports, commentary, and historical analysis to support informed decision-making by leaders.  Present complex data and insights in a clear, compelling way to influence performance and customer strategy.  Collaborate with Learning & Development to identify and address training or coaching needs arising from performance insights.  Work collaboratively across Planning, Performance, and Operational Teams, promoting a high-performance and continuous improvement culture.  Are we the perfect match? Here's what we need from you   Proven experience in operational performance management, process improvement, and data analysis.  Strong analytical mindset with excellent problem-solving and communication skills.  Proficient in data analysis tools such as Tableau, SQL, advanced spreadsheets, or speech analytics platforms.  A self-starter with the ability to prioritise effectively, identify trends and challenges, and respond positively to change.  Skilled at managing stakeholder relationships and influencing outcomes through data-driven insight.  Committed to continuous learning and development, adapting to meet the evolving needs of the organisation.  It would be great if you had   Energy industry experience  Experience of using Databricks  Here's what else you need to know    Role may close earlier due to high applications.   Competitive salary.  Location - Bolton, Nottingham, Leicester or London.  Questions about the role? Please reach out   Excellent parental leave allowance.   Award-Winning Workplace - We're proud to be named a Sunday Times Best Place to Work 2025 and the Best Place to Work for 16-34-year-olds.  Outstanding Benefits - Enjoy 26 days of annual leave plus bank holidays, a generous pension, life cover, bonus opportunities and access to 20 flexible benefits with tax/NI savings.   Flexible & Family-Friendly - Our industry-leading hybrid and family-friendly policies earned us double recognition at the Personnel Today Awards 2024. We're open to discussing how flexibility can work for you.   Inclusive & Diverse - We're the only energy company in the Inclusive Top 50 UK Employers. We're also proud winners of Best Employer for Women and Human Company of the Year-recognising our inclusive, people-first culture.   Support at Every Stage of Life - We're Fertility Friendly and Menopause Friendly accredited, with inclusive support for everyone.   Accessible & Supportive - Do you consider yourself as having a disability? As a Disability Confident Employer, we guarantee interviews for disabled applicants who meet the minimum criteria for the role and will make any adjustments needed during the process.   Invested in Your Growth - From inclusive talent networks to top-tier development programmes, we'll support your growth every step of the way.   For all successful candidates.? Due to the nature of this role your employment will be subject to a basic DBS (Disclosure Barring Service) check being carried out by ourselves via a 3rd party service provider.   ",18,"Tableau, SQL",-1
662630,Savills,56105846,Real Estate Analyst - UK Valuation Analyst Team,City of London,,,21/11/2025,2026-01-02,https://www.reed.co.uk/jobs/real-estate-analyst-uk-valuation-analyst-team/56105846,Full time,Permanent," Role Overview We have a fantastic opportunity for a Real Estate Analyst to join our UK Valuation Analyst team in London. The is a unique opportunity for forward thinking problem solvers to bring ideation to implementation. This is a rare chance not only to tackle the challenges faced by being presented with data, but to design, interrogate and analyse information. The analyst  is an integral and essential role in pioneering the division in staying ahead of our competitors. This role involves significant coordination across multiple valuation teams and managing across various asset classes within Savills’ valuation business and requires a good understanding of real estate products, business acumen, professionalism, good attention  to detail and communication skills. The successful candidate will sit within the analyst team, supported by the wider data, insight and technology team across the international Savills network. Analysts will assume integral roles on the team and be involved  in a number of different assignments at once. The role will work closely with the Savills’ Valuation Board, as well as Capital Markets and Savills’ clients. Click here to download the full job specification. Please ensure you read this before applying. What we offer you:  Career and Professional Development  25-30 Days Annual Leave, depending on grade  Life Assurance  Private Medical Scheme  Virtual GP  Global Mobility Scheme  Rewards Platform  Company Pension Scheme  Enhanced Incremental Annual Leave Find out more about Savills offer Team Overview The UK Valuation Analyst team is responsible for integrating information flows across all teams which involves bespoke projects and several initiatives involving technology and business analytics. The successful candidate will support the 100-strong wider  Valuation Division which covers all real estate sectors in the UK with teams in London, Edinburgh, Glasgow, Birmingham, Manchester, Leeds and Cardiff. A best-in-class Valuation Team covering all sectors of UK real estate. The team undertake work for a variety of purposes and clients not limited to Investment Banks, Debt Funds, Private Equity, Sovereign Wealth Funds, and REITs. Overall, the team undertake  thousands of valuations each year on a one-off or regular basis, and are supported by the wider research, expertise and resources of the international Savills network. Recruitment agencies Savills only pay agency fees where we have a signed agreement in place and that agency has been previously contacted and directed by a member of our recruitment team. We do not pay agency fees when speculative and unsolicited CVs are submitted to Savills  or any of our employees other than via our careers website and through our recruitment process. If this is not adhered to, agency fees will not be paid.Submission of any unsolicited CVs or proposals to Savills will be deemed evidence of full and unlimited acceptance of this approach. ",23,,35
437172,Matchtech ,56067812,Senior Helpdesk Analyst,Fareham,41600.0,49400.0,13/11/2025,2025-12-25,https://www.reed.co.uk/jobs/senior-helpdesk-analyst/56067812,Full time,Contract," Our client seeks a Senior Helpdesk Analyst for a contract role within the technology sector. This position is vital for maintaining IT service continuity across the business and ensuring customer satisfaction. Key Responsibilities  Own and resolve high priority incidents where outages impact business continuity or customer trading.Perform data restoration as part of disaster recovery processes to restore business operations.Provide out of hours on-call support for issues that cannot be addressed during trading hours, including overnight engineering work.Collaborate with internal and 3rd party engineering teams as part of supporting the restoration of physical server faults.Partner with 1st line teams to simplify complex fixes, restoring operations for customers faster and without escalation.Identify opportunities for automation as part of a 'shift left' manner of working.Create a trusting and highly positive rapport with all our customers, leaving them with a smile after every interaction.Diagnose, document, and resolve a wide range of incidents reported by stores, corporate users, and lab staff.Take a leading role in managing incidents through to completion with a high degree of ownership, quality, and consistency.Ensure internal and external customers are informed of progress on outstanding issues and requests.Be actively involved in the development and improvement of the Technology Customer Service Desk.Seek and drive opportunities to improve, innovate, and develop processes for the benefit of the team and our customers.Work to a schedule, utilising workforce management tools.General duties will include assigned outbound incident investigation, system alerts, proactive AM and PM tasks, Critical Incidents and Outages, and Customer Care support (complaints and escalations). Skills and Experience  Demonstrable written and verbal communication skills, with the ability to communicate in non-technical, user-friendly language.Basic understanding and application of SQL, Linux, PowerShell, BASH.Good understanding of Azure, InTune, and Windows OS.Enthusiastic attitude toward advancing your technical skills and knowledge.Proven ability to analyse situations, problem solve, and prioritise.Ability to learn and adapt to a rapidly changing environment.Experience with the Specsavers systems, services, and support processes. If you are a proactive and skilled IT Service Desk professional ready to take on a challenging role within a dynamic industry, apply now! ``` ",25,"SQL, Azure",27
452448,Equiniti,56105124,Senior Business Analyst,Crawley,,,21/11/2025,2026-01-02,https://www.reed.co.uk/jobs/senior-business-analyst/56105124,Full time,Contract," EQ Retirement Solutions is transforming the retirement and pensions markets with leading administration and technology solutions. With over 1600 employees globally, 189 years of knowledge and 13 million pension scheme members and policyholders, we are here  to help people plan for a confident financial future by delivering innovative, reliable and customer-focused retirement services. Our teams are driven by a shared commitment to excellence, collaboration and making a real impact to the lives of our clients  and customers. Role Summary EQ Retirement Solutions (EQRS) are looking for a Senior Business Analyst to join our transformation team. The Senior Business Analyst will work closely with key stakeholders and subject matter experts to support our global programme team to support the delivery  on migration planning and process optimisation. Please note, this is a 12-month fixed term contract. Core Duties/Responsibilities  The successful candidate will be responsible for the following:  Investigate and document current pension scheme processes (DB, DC, hybrid) to Heimdall standards.Create detailed SOPs, process maps, and controls tables for all activities earmarked for transition.Validate process volumes and client-specific nuances for accurate migration planning.Conduct workshops with UK SMEs and Indian teams to capture requirements and clarify dependencies.Liaise with Information Security and Compliance teams to ensure DPIAs and regulatory approvals are in place.Conduct workshops with UK SMEs and Indian teams to capture requirements and clarify dependencies.Liaise with Information Security and Compliance teams to ensure DPIAs and regulatory approvals are in place.Identify opportunities for process optimisation during migration.Recommend automation or efficiency improvements where feasible. The duties and responsibilities outlined above are to be regarded as broad areas of responsibility and do not necessarily detail all tasks which the post holder may be required to perform. Skills, Capabilities and Attributes  The ideal candidate will have the below skills, capabilities and attributes essential or preferred.  Strong understanding of UK pension schemes and administration platforms (e.g., Compendia).Proven experience in business process analysis and documentation.Familiarity with regulatory compliance (FCA, GDPR) and data protection requirements.Excellent stakeholder management and communication skills.Ability to work in a multi-location environment and manage cultural nuances.Experience in offshoring or shared services transitions (desirable) What We Offer   Save For Your Future - Equiniti Pension Plan; Equiniti matches your pension contributions up to 10%Health and Wellbeing - Employee Assistance Programme: counselling, legal & wellbeing support for colleagues and their households. Life assurance cover at 4x salary with the ability to purchase enhance cover.Employee discounts - Discounts and cashback at your favourite high street stores through our EQ Wins Platform.Flexible Benefits - The ability to purchase a wide variety of benefits through our flex plan; gadgets, travel insurance, will writing, holiday trading and more.Time Off - Typically 29 days holiday + bank holidays. 2 volunteer days to get involved with a charity of your choosing.Winning together - Equiniti ICON award vouchers; recognising the individuals going above and beyond to help the business succeed.Learning & Development - Investment in LinkedIn Learning for all colleagues.  We are committed to equality of opportunity for all staff and applications from individuals are encouraged regardless of age, disability, sex, gender reassignment, sexual orientation, pregnancy and maternity, race, religion or belief and marriage and  civil partnerships.  Please note any offer of employment is subject to satisfactory pre-employment screening checks. These consist of 5 year activity & GAP verification, DBS or Access NI, Credit, Sanctions & CIFAS checks ",31,,35
689690,Evlo,56065534,Senior Collections Analyst,Slough,0.0,0.0,12/11/2025,2026-11-12,https://www.reed.co.uk/jobs/senior-collections-analyst/56065534,Full time,Permanent," We have a great opportunity for an experienced financial services consumer lending Collections Analyst to join Evlo’s Credit Risk & Analytics function — driving the performance, insight, and strategic direction of our collections operation. Our lending approach  isguided by data, transparency, and responsible decision-making — supportingcustomers fairly, even when they’ve faced past financial challenges. This rolefocuses on analysing collections performance, developing predictive strategies,and collaborating across Operations, Analysis and partner teams to enhancerecoveries while maintaining compliance and delivering good customer outcomes. Evlo is an established market leader in consumer finance with over 15 years of successful history. Winners of MoneyFacts Best non-mainstream lender for the last 5 years, we offer dynamic and exciting growth opportunities for candidates - supported by a superb  range of benefits! We pride ourselves in offering an inclusive, supportive workplace where employee satisfaction is key. The Role Collections Strategy & Analysis  Lead analysis of collections performance to identify trends, risks, and optimisation opportunities.Develop, test, and refine segmentation and treatment strategies that balance commercial goals with fair outcomes.Design, monitor and oversee collections KPIs and dashboards, ensuring accurate and timely insight delivery.Build predictive and behavioural models to inform decision-making and improve customer journey outcomes.Evaluate and optimise external partner performance (DCAs, debt sale), ensuring regulatory and contractual compliance.Partner with Operations, Analysis and Contact Teams to improve agent performance and contact efficiency.Provide analytical insights to inform policy design, collections processes, and operational frameworks.Support in testing and implementing new systems, tools, and decision engines for collections optimisation.Work closely with senior management to deliver insights and recommendations that drive meaningful change.Ensure adherence to FCA CONC, Consumer Duty, and vulnerability guidance in all collections activity.Support Evlo’s Treating Customers Fairly (TCF) principles through data-led insights and customer outcome monitoring.Proactively identify areas of risk and recommend controls or adjustments to mitigate them. Cross-Functional Collaboration  Partner with Operations, Analysis and Contact Teams to improve agent performance and contact efficiency.Provide analytical insights to inform policy design, collections processes, and operational frameworks.Support in testing and implementing new systems, tools, and decision engines for collections optimisation.Work closely with senior management to deliver insights and recommendations that drive meaningful change. Regulatory Compliance and Customer Outcomes  Ensure adherence to FCA CONC, Consumer Duty, and vulnerability guidance in all collections activity.Support Evlo’s Treating Customers Fairly (TCF) principles through data-led insights and customer outcome monitoring.Proactively identify areas of risk and recommend controls or adjustments to mitigate them. About you  You’ll have experience working with collections analytics, preferably from consumer lending with strong Excel skills. Familiarity with Power BI, Tableau or similar tools for performance reporting is essential.  With a passion for statistics you will enjoy  working with large data sets and present actionable insights. Rewards We are offering a competitive salary depending upon experience accompanied by a range of excellent benefits including:  Annual Bonus schemePrivate Healthcare for you and your partnerLife AssuranceExcellent company pension 3% employee to 8% employer contribution25 days holiday plus Bank Holidays (you can even buy and sell holiday days if needed!)Cycle to Work vouchersRetail DiscountsTechsave scheme At Evlo, employee satisfaction is key, and we are committed to being a great place to work. Evlo has an active Employee Forum led by our Voice Ambassadors, dedicated Mental Health First Aiders plus the opportunity to make a difference in local communities/supporting  good causes by utilising up to 3 days’ paid charity/volunteering days per year.  ",20,"Tableau, Excel, Statistics, Power BI",349
645147,Vermelo RPO,56023261,Complaints Root Cause Analyst,Tunbridge Wells,,,04/11/2025,2025-12-16,https://www.reed.co.uk/jobs/complaints-root-cause-analyst/56023261,Full time,Permanent," Complaints Root Cause Analyst Job Specification We are seeking a detail-oriented Complaints Root Cause Analyst to join the Customer Experience team. This position will report to the Complaints Improvement Manager.  Complaints RCA is an essential part of our drive to improve customer outcomes. This role  plays an integral part in this through detailed analysis of data driven insights, used to identify and understand the cause and extent of complaints. You will work with a wide range of stakeholders from the business to remedy problems and improve customer  outcomes. If you excel at problem solving and have a keen eye for data driven insights we encourage you to apply. Responsibilities  Evaluate monthly complaints data, combined with other customer and business insights, to identify patterns and trends that tell us where it’s gone wrong for the customer.Utilise analytical and problem-solving skills to conduct in-depth analysis to agreed timelines, to detect, quantify and prioritise the root cause of issues.Support the business with improvement work and implementing corrective actions by providing insights from complaints analysis that will improve customer outcomes.Provide the business with data insights to support decision-making and measure improvements to customer outcomes.Prioritise analysis taking a risk-based approach in accordance with the agreed complaints RCA framework.Ensure that a full range of data and insights is used to determine the true root cause of complaints. Utilise various tools and methodologies to perform RCA, including but not limited to fishbone diagrams, 5 Whys, Pareto analysis.Work with the Operational Insights team to continue to define and develop a wider range of data and insights needed for complaints RCA to mature our approach to detecting issues through data.Work closely with the wider Customer Oversight team to highlight issues found causing potential or known customer harm in the end-to-end customer journey or product design.Provide output from complaints root cause analysis to the Customer Experience team to support with the identification and resolution of pain points in our end-to-end customer journeys.Support with action planning and tracking, preparing reports and the monitoring and measurement of customer outcomes needed to evidence the effectiveness of remedial work.Actively look for ways to improve the efficiency and effectiveness of the complaints RCA process.Generate reports and presentations to communicate findings and recommendations.Participate in continuous improvement initiatives to ensure resulting customer outcomes are compliant with Consumer Duty. Person Specification  Customer focused who champions fair customer outcomes and a customer centric culture.Proven experience in data analysis and complaints root cause analysis within a motor and home insurance claims environment.Strong analytical skills, experienced in identifying areas for process improvement and problem solving.Experience of working with large and varied data sets to produce quantifiable MI at each stage of the complaints RCA process.Excellent written and verbal communication skills to communicate complex findings to varied stakeholders.Excellent knowledge of MS Office applications, advanced knowledge of Excel.Experienced in using data analysis tools and related software.Strong organisation and time management skills, ability to manage competing priorities.Comfortable working under pressure and used to working from own initiative.An understanding of regulatory compliance requirements, with a specific knowledge of Consumer Duty regulations considered a plus.Demonstrated commitment to continuous improvement and proactive problem-solving.  Certification in Root Cause Analysis (e.g. Six Sigma, Lean, RCA) is desirable.Ability to collaborate effectively with cross-functional teams. ",7,Excel,18
543932,Reed,56127564,Senior Client Business Analyst,Birmingham,65000.0,75000.0,26/11/2025,2026-01-07,https://www.reed.co.uk/jobs/senior-client-business-analyst/56127564,Full time,Permanent,"?? Senior Business Analyst - Technology & Change Consultancy ?? Location: Preferably Birmingham, London or Northampton ?? Travel: 1-2 days/week to client site across UK (expenses reimbursed) Reed Professional Services (RPS) is a consultancy specialising in digital transformation, technology enablement, and business change. We deliver structured, agile-informed solutions across public sector, regulated industries, and enterprise  clients. We're hiring a Senior Business Analyst to lead structured analysis and solution design across complex programmes. You'll work closely with stakeholders, technical consultants, and project managers to shape delivery from discovery through  implementation. ?? What You'll Do  Lead discovery, scoping, and requirements gathering across digital and transformation programmesCreate detailed artefacts including process maps, data flows, use cases, and context diagramsTranslate business needs into actionable technical solutions and support solution designCollaborate with multidisciplinary teams to deliver strategic options papers, technology roadmaps, and modern data/reporting architecturesEngage stakeholders across client and internal teams, acting as a trusted advisor throughout the delivery lifecycleSupport bid development, RFP responses, and business development initiatives with clear, compelling documentation and analysisContribute to commercial modelling and value proposition development for new opportunities ?? What You'll Bring  Proven experience as a Business Analyst in consultancy, professional services, or large-scale transformation programmesStrong analytical skills with the ability to break down complex problems and produce structured documentationExcellent communication and stakeholder engagement skills, with confidence in client-facing environmentsCommercial awareness and a consultative mindset, able to balance strategic thinking with delivery pragmatismFamiliarity with ERP, cloud migration, data architecture, or network design projectsExperience with agile methodologies and business analysis tools (e.g. BPMN, user stories, traceability matrices)Experience supporting bids, pricing strategies, and business development efforts We're committed to inclusive hiring and welcome applicants from all backgrounds. If you need adjustments during the process, just let us know. ?? Ready to Apply? Join us in shaping impactful change across industries. Apply now or reach out to learn more! Proud winners of:  2025 - ""Giant Group Contingent Workforce Solutions Provider of the Year"" - TIARA Talent Solutions Awards2023&2024 - 'Client Service Award' Winners - TIARA Talent Solutions Awards2022 - 'The D&I Award' Winners - TIARA Talent Solutions Awards Our values, your values; our future, your future All job offers are subject to satisfactory references and compliance with vetting requirements applicable to the job role. Reed is an equal opportunities employer. We aim to ensure that no candidate or employee receives less favourable treatment on the  grounds of gender, race, disability, sexual orientation, religion or belief, age, gender identity, marital or civil partnership status, pregnancy or maternity. We are a Mindful Employer and offer a guaranteed interview scheme for disabled applicants who meet  the minimum criteria. As a proud signatory of the Armed Forces Covenant, we welcome applications from ex-services personnel and reservists. ",23,,40
